ocel_id;ocel_time;ocel_changed_field;p_mass[kg];p_material[EN10130:2006];s_co2e[kg]
o_formedpart_1611;2023-04-04 08:10:52;;?;DC01;0
o_formedpart_1621;2023-04-04 08:10:55;;?;DC01;0
o_formedpart_1608;2023-04-04 08:11:02;p_mass[kg];0.02124;;
o_formedpart_1620;2023-04-04 08:11:04;p_mass[kg];0.02114;;
o_formedpart_1616;2023-04-04 08:11:06;;?;DC01;0
o_formedpart_1619;2023-04-04 08:11:08;;?;DC01;0
o_formedpart_1615;2023-04-04 08:11:09;p_mass[kg];0.02127;;
o_formedpart_1618;2023-04-04 08:11:09;p_mass[kg];0.02092;;
o_formedpart_1622;2023-04-04 08:11:12;;?;DC01;0
o_formedpart_1614;2023-04-04 08:11:13;;?;DC01;0
o_formedpart_1613;2023-04-04 08:11:16;p_mass[kg];0.02125;;
o_formedpart_1617;2023-04-04 08:11:17;p_mass[kg];0.02106;;
o_formedpart_1611;2023-04-04 08:11:27;p_mass[kg];0.0211;;
o_formedpart_1621;2023-04-04 08:11:30;p_mass[kg];0.02135;;
o_formedpart_1624;2023-04-04 08:11:35;;?;DC01;0
o_formedpart_1616;2023-04-04 08:11:41;p_mass[kg];0.02115;;
o_formedpart_1619;2023-04-04 08:11:43;p_mass[kg];0.02106;;
o_formedpart_1622;2023-04-04 08:11:47;p_mass[kg];0.02139;;
o_formedpart_1614;2023-04-04 08:11:48;p_mass[kg];0.02119;;
o_formedpart_1626;2023-04-04 08:12:04;;?;DC01;0
o_formedpart_1625;2023-04-04 08:12:09;;?;DC01;0
o_formedpart_1624;2023-04-04 08:12:10;p_mass[kg];0.02107;;
o_formedpart_1634;2023-04-04 08:12:21;;?;DC01;0
o_formedpart_1630;2023-04-04 08:12:22;;?;DC01;0
o_formedpart_1628;2023-04-04 08:12:23;;?;DC01;0
o_formedpart_1635;2023-04-04 08:12:25;;?;DC01;0
o_formedpart_1632;2023-04-04 08:12:34;;?;DC01;0
o_formedpart_1629;2023-04-04 08:12:36;;?;DC01;0
o_formedpart_1626;2023-04-04 08:12:39;p_mass[kg];0.02108;;
o_formedpart_1625;2023-04-04 08:12:45;p_mass[kg];0.02114;;
o_formedpart_1631;2023-04-04 08:12:48;;?;DC01;0
o_formedpart_1636;2023-04-04 08:12:50;;?;DC01;0
o_formedpart_1623;2023-04-04 08:12:50;;?;DC01;0
o_formedpart_1627;2023-04-04 08:12:53;;?;DC01;0
o_formedpart_1634;2023-04-04 08:12:55;p_mass[kg];0.02128;;
o_formedpart_1630;2023-04-04 08:12:57;p_mass[kg];0.02131;;
o_formedpart_1628;2023-04-04 08:12:59;p_mass[kg];0.02114;;
o_formedpart_1635;2023-04-04 08:13:01;p_mass[kg];0.02114;;
o_formedpart_1640;2023-04-04 08:13:03;;?;DC01;0
o_formedpart_1637;2023-04-04 08:13:06;;?;DC01;0
o_formedpart_1632;2023-04-04 08:13:09;p_mass[kg];0.0212;;
o_formedpart_1629;2023-04-04 08:13:11;p_mass[kg];0.02106;;
o_formedpart_1643;2023-04-04 08:13:18;;?;DC01;0
o_formedpart_1631;2023-04-04 08:13:23;p_mass[kg];0.02102;;
o_formedpart_1633;2023-04-04 08:13:23;;?;DC01;0
o_formedpart_1636;2023-04-04 08:13:25;p_mass[kg];0.02121;;
o_formedpart_1623;2023-04-04 08:13:25;p_mass[kg];0.02137;;
o_formedpart_1627;2023-04-04 08:13:28;p_mass[kg];0.02083;;
o_formedpart_1640;2023-04-04 08:13:38;p_mass[kg];0.02096;;
o_formedpart_1641;2023-04-04 08:13:38;;?;DC01;0
o_formedpart_1637;2023-04-04 08:13:41;p_mass[kg];0.02116;;
o_formedpart_1647;2023-04-04 08:13:42;;?;DC01;0
o_formedpart_1639;2023-04-04 08:13:44;;?;DC01;0
o_formedpart_1638;2023-04-04 08:13:46;;?;DC01;0
o_formedpart_1644;2023-04-04 08:13:48;;?;DC01;0
o_formedpart_1642;2023-04-04 08:13:51;;?;DC01;0
o_formedpart_1643;2023-04-04 08:13:53;p_mass[kg];0.02115;;
o_formedpart_1645;2023-04-04 08:13:54;;?;DC01;0
o_formedpart_1633;2023-04-04 08:13:58;p_mass[kg];0.02106;;
o_formedpart_1652;2023-04-04 08:14:11;;?;DC01;0
o_formedpart_1641;2023-04-04 08:14:13;p_mass[kg];0.02123;;
o_formedpart_1653;2023-04-04 08:14:16;;?;DC01;0
o_formedpart_1647;2023-04-04 08:14:17;p_mass[kg];0.02118;;
o_formedpart_1639;2023-04-04 08:14:19;p_mass[kg];0.02098;;
o_formedpart_1638;2023-04-04 08:14:21;p_mass[kg];0.02101;;
o_formedpart_1644;2023-04-04 08:14:22;p_mass[kg];0.02108;;
o_formedpart_1642;2023-04-04 08:14:26;p_mass[kg];0.02119;;
o_formedpart_1645;2023-04-04 08:14:29;p_mass[kg];0.02106;;
o_formedpart_1650;2023-04-04 08:14:34;;?;DC01;0
o_formedpart_1649;2023-04-04 08:14:42;;?;DC01;0
o_formedpart_1646;2023-04-04 08:14:42;;?;DC01;0
o_formedpart_1648;2023-04-04 08:14:43;;?;DC01;0
o_formedpart_1654;2023-04-04 08:14:45;;?;DC01;0
o_formedpart_1652;2023-04-04 08:14:46;p_mass[kg];0.02127;;
o_formedpart_1651;2023-04-04 08:14:48;;?;DC01;0
o_formedpart_1653;2023-04-04 08:14:51;p_mass[kg];0.02109;;
o_formedpart_1657;2023-04-04 08:14:58;;?;DC01;0
o_formedpart_1655;2023-04-04 08:15:05;;?;DC01;0
o_formedpart_1659;2023-04-04 08:15:05;;?;DC01;0
o_formedpart_1650;2023-04-04 08:15:09;p_mass[kg];0.02109;;
o_formedpart_1658;2023-04-04 08:15:13;;?;DC01;0
o_formedpart_1656;2023-04-04 08:15:14;;?;DC01;0
o_formedpart_1649;2023-04-04 08:15:17;p_mass[kg];0.0213;;
o_formedpart_1646;2023-04-04 08:15:17;p_mass[kg];0.02111;;
o_formedpart_1648;2023-04-04 08:15:18;p_mass[kg];0.02094;;
o_formedpart_1654;2023-04-04 08:15:20;p_mass[kg];0.02125;;
o_formedpart_1662;2023-04-04 08:15:20;;?;DC01;0
o_formedpart_1651;2023-04-04 08:15:23;p_mass[kg];0.02111;;
o_formedpart_1660;2023-04-04 08:15:30;;?;DC01;0
o_formedpart_1657;2023-04-04 08:15:33;p_mass[kg];0.02126;;
o_formedpart_1661;2023-04-04 08:15:34;;?;DC01;0
o_formedpart_1655;2023-04-04 08:15:40;p_mass[kg];0.02129;;
o_formedpart_1659;2023-04-04 08:15:41;p_mass[kg];0.02104;;
o_formedpart_1658;2023-04-04 08:15:48;p_mass[kg];0.02107;;
o_formedpart_1665;2023-04-04 08:15:49;;?;DC01;0
o_formedpart_1656;2023-04-04 08:15:49;p_mass[kg];0.0212;;
o_formedpart_1662;2023-04-04 08:15:55;p_mass[kg];0.021;;
o_formedpart_1660;2023-04-04 08:16:05;p_mass[kg];0.02127;;
o_formedpart_1661;2023-04-04 08:16:09;p_mass[kg];0.02126;;
o_formedpart_1664;2023-04-04 08:16:13;;?;DC01;0
o_formedpart_1669;2023-04-04 08:16:16;;?;DC01;0
o_formedpart_1666;2023-04-04 08:16:19;;?;DC01;0
o_formedpart_1667;2023-04-04 08:16:19;;?;DC01;0
o_formedpart_1665;2023-04-04 08:16:24;p_mass[kg];0.02122;;
o_formedpart_1670;2023-04-04 08:16:33;;?;DC01;0
o_formedpart_1663;2023-04-04 08:16:33;;?;DC01;0
o_formedpart_1668;2023-04-04 08:16:34;;?;DC01;0
o_formedpart_1672;2023-04-04 08:16:47;;?;DC01;0
o_formedpart_1664;2023-04-04 08:16:48;p_mass[kg];0.02125;;
o_formedpart_1669;2023-04-04 08:16:51;p_mass[kg];0.02122;;
o_formedpart_1666;2023-04-04 08:16:54;p_mass[kg];0.02111;;
o_formedpart_1667;2023-04-04 08:16:55;p_mass[kg];0.02116;;
o_formedpart_1673;2023-04-04 08:16:58;;?;DC01;0
o_formedpart_1670;2023-04-04 08:17:08;p_mass[kg];0.02125;;
o_formedpart_1663;2023-04-04 08:17:08;p_mass[kg];0.02124;;
o_formedpart_1668;2023-04-04 08:17:09;p_mass[kg];0.02107;;
o_formedpart_1676;2023-04-04 08:17:13;;?;DC01;0
o_formedpart_1671;2023-04-04 08:17:14;;?;DC01;0
o_formedpart_1675;2023-04-04 08:17:16;;?;DC01;0
o_formedpart_1672;2023-04-04 08:17:23;p_mass[kg];0.02136;;
o_formedpart_1678;2023-04-04 08:17:28;;?;DC01;0
o_formedpart_1677;2023-04-04 08:17:29;;?;DC01;0
o_formedpart_1674;2023-04-04 08:17:31;;?;DC01;0
o_formedpart_1673;2023-04-04 08:17:32;p_mass[kg];0.02128;;
o_formedpart_1676;2023-04-04 08:17:48;p_mass[kg];0.0212;;
o_formedpart_1679;2023-04-04 08:17:49;;?;DC01;0
o_formedpart_1671;2023-04-04 08:17:49;p_mass[kg];0.02124;;
o_formedpart_1675;2023-04-04 08:17:50;p_mass[kg];0.02108;;
o_formedpart_1678;2023-04-04 08:18:03;p_mass[kg];0.0211;;
o_formedpart_1677;2023-04-04 08:18:04;p_mass[kg];0.0211;;
o_formedpart_1674;2023-04-04 08:18:06;p_mass[kg];0.02101;;
o_formedpart_1679;2023-04-04 08:18:24;p_mass[kg];0.02123;;
o_formedpart_1681;2023-04-04 08:18:30;;?;DC01;0
o_formedpart_1680;2023-04-04 08:18:48;;?;DC01;0
o_formedpart_1682;2023-04-04 08:19:02;;?;DC01;0
o_formedpart_1681;2023-04-04 08:19:06;p_mass[kg];0.02102;;
o_formedpart_1683;2023-04-04 08:19:21;;?;DC01;0
o_formedpart_1680;2023-04-04 08:19:23;p_mass[kg];0.02105;;
o_formedpart_1685;2023-04-04 08:19:25;;?;DC01;0
o_formedpart_1684;2023-04-04 08:19:29;;?;DC01;0
o_formedpart_1682;2023-04-04 08:19:36;p_mass[kg];0.0212;;
o_formedpart_1683;2023-04-04 08:19:56;p_mass[kg];0.02116;;
o_formedpart_1685;2023-04-04 08:20:00;p_mass[kg];0.02114;;
o_formedpart_1684;2023-04-04 08:20:04;p_mass[kg];0.02102;;
o_formedpart_1686;2023-04-04 08:20:07;;?;DC01;0
o_formedpart_1688;2023-04-04 08:20:28;;?;DC01;0
o_formedpart_1687;2023-04-04 08:20:40;;?;DC01;0
o_formedpart_1686;2023-04-04 08:20:42;p_mass[kg];0.02114;;
o_formedpart_1690;2023-04-04 08:20:51;;?;DC01;0
o_formedpart_1688;2023-04-04 08:21:03;p_mass[kg];0.02138;;
o_formedpart_1687;2023-04-04 08:21:15;p_mass[kg];0.02122;;
o_formedpart_1691;2023-04-04 08:21:22;;?;DC01;0
o_formedpart_1689;2023-04-04 08:21:26;;?;DC01;0
o_formedpart_1690;2023-04-04 08:21:27;p_mass[kg];0.02113;;
o_formedpart_1693;2023-04-04 08:21:36;;?;DC01;0
o_formedpart_1692;2023-04-04 08:21:50;;?;DC01;0
o_formedpart_1691;2023-04-04 08:21:57;p_mass[kg];0.02123;;
o_formedpart_1689;2023-04-04 08:22:00;p_mass[kg];0.02116;;
o_formedpart_1696;2023-04-04 08:22:08;;?;DC01;0
o_formedpart_1693;2023-04-04 08:22:11;p_mass[kg];0.02104;;
o_formedpart_1695;2023-04-04 08:22:21;;?;DC01;0
o_formedpart_1692;2023-04-04 08:22:25;p_mass[kg];0.02111;;
o_formedpart_1696;2023-04-04 08:22:43;p_mass[kg];0.02107;;
o_formedpart_1694;2023-04-04 08:22:45;;?;DC01;0
o_formedpart_1695;2023-04-04 08:22:56;p_mass[kg];0.02131;;
o_formedpart_1699;2023-04-04 08:23:03;;?;DC01;0
o_formedpart_1697;2023-04-04 08:23:03;;?;DC01;0
o_formedpart_1701;2023-04-04 08:23:12;;?;DC01;0
o_formedpart_1700;2023-04-04 08:23:16;;?;DC01;0
o_formedpart_1694;2023-04-04 08:23:20;p_mass[kg];0.02125;;
o_formedpart_1699;2023-04-04 08:23:37;p_mass[kg];0.02096;;
o_formedpart_1697;2023-04-04 08:23:38;p_mass[kg];0.0211;;
o_formedpart_1698;2023-04-04 08:23:43;;?;DC01;0
o_formedpart_1701;2023-04-04 08:23:47;p_mass[kg];0.02109;;
o_formedpart_1700;2023-04-04 08:23:50;p_mass[kg];0.02117;;
o_formedpart_1703;2023-04-04 08:23:58;;?;DC01;0
o_formedpart_1698;2023-04-04 08:24:18;p_mass[kg];0.02122;;
o_formedpart_1704;2023-04-04 08:24:19;;?;DC01;0
o_formedpart_1703;2023-04-04 08:24:33;p_mass[kg];0.0212;;
o_formedpart_1704;2023-04-04 08:24:54;p_mass[kg];0.02131;;
o_formedpart_1702;2023-04-04 08:24:56;;?;DC01;0
o_formedpart_1706;2023-04-04 08:25:07;;?;DC01;0
o_formedpart_1708;2023-04-04 08:25:09;;?;DC01;0
o_formedpart_1707;2023-04-04 08:25:13;;?;DC01;0
o_formedpart_1705;2023-04-04 08:25:19;;?;DC01;0
o_formedpart_1710;2023-04-04 08:25:29;;?;DC01;0
o_formedpart_1702;2023-04-04 08:25:31;p_mass[kg];0.02115;;
o_formedpart_1709;2023-04-04 08:25:34;;?;DC01;0
o_formedpart_1711;2023-04-04 08:25:36;;?;DC01;0
o_formedpart_1706;2023-04-04 08:25:42;p_mass[kg];0.02133;;
o_formedpart_1708;2023-04-04 08:25:44;p_mass[kg];0.0211;;
o_formedpart_1707;2023-04-04 08:25:48;p_mass[kg];0.02129;;
o_formedpart_1705;2023-04-04 08:25:54;p_mass[kg];0.02118;;
o_formedpart_1710;2023-04-04 08:26:04;p_mass[kg];0.02129;;
o_formedpart_1709;2023-04-04 08:26:09;p_mass[kg];0.02114;;
o_formedpart_1711;2023-04-04 08:26:11;p_mass[kg];0.02122;;
o_formedpart_1712;2023-04-04 08:26:17;;?;DC01;0
o_formedpart_1713;2023-04-04 08:26:33;;?;DC01;0
o_formedpart_1715;2023-04-04 08:26:38;;?;DC01;0
o_formedpart_1712;2023-04-04 08:26:52;p_mass[kg];0.0213;;
o_formedpart_1714;2023-04-04 08:26:55;;?;DC01;0
o_formedpart_1713;2023-04-04 08:27:09;p_mass[kg];0.02121;;
o_formedpart_1715;2023-04-04 08:27:13;p_mass[kg];0.02112;;
o_formedpart_1714;2023-04-04 08:27:30;p_mass[kg];0.02109;;
o_formedpart_1719;2023-04-04 08:27:35;;?;DC01;0
o_formedpart_1718;2023-04-04 08:27:44;;?;DC01;0
o_formedpart_1717;2023-04-04 08:27:45;;?;DC01;0
o_formedpart_1716;2023-04-04 08:28:06;;?;DC01;0
o_formedpart_1719;2023-04-04 08:28:10;p_mass[kg];0.02116;;
o_formedpart_1720;2023-04-04 08:28:13;;?;DC01;0
o_formedpart_1718;2023-04-04 08:28:20;p_mass[kg];0.02113;;
o_formedpart_1717;2023-04-04 08:28:21;p_mass[kg];0.02106;;
o_formedpart_1721;2023-04-04 08:28:25;;?;DC01;0
o_formedpart_1723;2023-04-04 08:28:37;;?;DC01;0
o_formedpart_1722;2023-04-04 08:28:40;;?;DC01;0
o_formedpart_1716;2023-04-04 08:28:41;p_mass[kg];0.02129;;
o_formedpart_1720;2023-04-04 08:28:49;p_mass[kg];0.0213;;
o_formedpart_1726;2023-04-04 08:28:58;;?;DC01;0
o_formedpart_1721;2023-04-04 08:28:59;p_mass[kg];0.02099;;
o_formedpart_1724;2023-04-04 08:29:05;;?;DC01;0
o_formedpart_1723;2023-04-04 08:29:12;p_mass[kg];0.02098;;
o_formedpart_1722;2023-04-04 08:29:14;p_mass[kg];0.02099;;
o_formedpart_1725;2023-04-04 08:29:16;;?;DC01;0
o_formedpart_1728;2023-04-04 08:29:33;;?;DC01;0
o_formedpart_1726;2023-04-04 08:29:33;p_mass[kg];0.02123;;
o_formedpart_1724;2023-04-04 08:29:40;p_mass[kg];0.02106;;
o_formedpart_1725;2023-04-04 08:29:51;p_mass[kg];0.02113;;
o_formedpart_1730;2023-04-04 08:30:05;;?;DC01;0
o_formedpart_1729;2023-04-04 08:30:07;;?;DC01;0
o_formedpart_1728;2023-04-04 08:30:08;p_mass[kg];0.02114;;
o_formedpart_1727;2023-04-04 08:30:11;;?;DC01;0
o_formedpart_1731;2023-04-04 08:30:25;;?;DC01;0
o_formedpart_1730;2023-04-04 08:30:39;p_mass[kg];0.02117;;
o_formedpart_1729;2023-04-04 08:30:42;p_mass[kg];0.02131;;
o_formedpart_1727;2023-04-04 08:30:46;p_mass[kg];0.02138;;
o_formedpart_1732;2023-04-04 08:30:57;;?;DC01;0
o_formedpart_1731;2023-04-04 08:31:00;p_mass[kg];0.02129;;
o_formedpart_1735;2023-04-04 08:31:17;;?;DC01;0
o_formedpart_1733;2023-04-04 08:31:20;;?;DC01;0
o_formedpart_1734;2023-04-04 08:31:24;;?;DC01;0
o_formedpart_1732;2023-04-04 08:31:32;p_mass[kg];0.02124;;
o_formedpart_1737;2023-04-04 08:31:42;;?;DC01;0
o_formedpart_1735;2023-04-04 08:31:53;p_mass[kg];0.02114;;
o_formedpart_1733;2023-04-04 08:31:55;p_mass[kg];0.02102;;
o_formedpart_1734;2023-04-04 08:31:59;p_mass[kg];0.02108;;
o_formedpart_1736;2023-04-04 08:32:15;;?;DC01;0
o_formedpart_1737;2023-04-04 08:32:16;p_mass[kg];0.02128;;
o_formedpart_1738;2023-04-04 08:32:24;;?;DC01;0
o_formedpart_1741;2023-04-04 08:32:37;;?;DC01;0
o_formedpart_1736;2023-04-04 08:32:51;p_mass[kg];0.02106;;
o_formedpart_1738;2023-04-04 08:32:59;p_mass[kg];0.0212;;
o_formedpart_1741;2023-04-04 08:33:12;p_mass[kg];0.02128;;
o_formedpart_1739;2023-04-04 08:33:15;;?;DC01;0
o_formedpart_1743;2023-04-04 08:33:19;;?;DC01;0
o_formedpart_1740;2023-04-04 08:33:20;;?;DC01;0
o_formedpart_1744;2023-04-04 08:33:30;;?;DC01;0
o_formedpart_1745;2023-04-04 08:33:41;;?;DC01;0
o_formedpart_1739;2023-04-04 08:33:50;p_mass[kg];0.02101;;
o_formedpart_1743;2023-04-04 08:33:54;p_mass[kg];0.02113;;
o_formedpart_1740;2023-04-04 08:33:55;p_mass[kg];0.02141;;
o_formedpart_1744;2023-04-04 08:34:05;p_mass[kg];0.02106;;
o_formedpart_1745;2023-04-04 08:34:16;p_mass[kg];0.0211;;
o_formedpart_1746;2023-04-04 08:34:20;;?;DC01;0
o_formedpart_1748;2023-04-04 08:34:24;;?;DC01;0
o_formedpart_1742;2023-04-04 08:34:43;;?;DC01;0
o_formedpart_1746;2023-04-04 08:34:55;p_mass[kg];0.02113;;
o_formedpart_1748;2023-04-04 08:34:59;p_mass[kg];0.02122;;
o_formedpart_1749;2023-04-04 08:35:01;;?;DC01;0
o_formedpart_1750;2023-04-04 08:35:08;;?;DC01;0
o_formedpart_1751;2023-04-04 08:35:08;;?;DC01;0
o_formedpart_1747;2023-04-04 08:35:10;;?;DC01;0
o_formedpart_1742;2023-04-04 08:35:18;p_mass[kg];0.02135;;
o_formedpart_1749;2023-04-04 08:35:36;p_mass[kg];0.0212;;
o_formedpart_1750;2023-04-04 08:35:43;p_mass[kg];0.02131;;
o_formedpart_1751;2023-04-04 08:35:43;p_mass[kg];0.02134;;
o_formedpart_1747;2023-04-04 08:35:45;p_mass[kg];0.02108;;
o_formedpart_1752;2023-04-04 08:35:58;;?;DC01;0
o_formedpart_1755;2023-04-04 08:35:58;;?;DC01;0
o_formedpart_1753;2023-04-04 08:35:59;;?;DC01;0
o_formedpart_1754;2023-04-04 08:36:02;;?;DC01;0
o_formedpart_1757;2023-04-04 08:36:13;;?;DC01;0
o_formedpart_1756;2023-04-04 08:36:31;;?;DC01;0
o_formedpart_1752;2023-04-04 08:36:33;p_mass[kg];0.02106;;
o_formedpart_1755;2023-04-04 08:36:34;p_mass[kg];0.02122;;
o_formedpart_1753;2023-04-04 08:36:34;p_mass[kg];0.02144;;
o_formedpart_1754;2023-04-04 08:36:37;p_mass[kg];0.0212;;
o_formedpart_1757;2023-04-04 08:36:49;p_mass[kg];0.02106;;
o_formedpart_1756;2023-04-04 08:37:06;p_mass[kg];0.0213;;
o_formedpart_1761;2023-04-04 08:37:45;;?;DC01;0
o_formedpart_1758;2023-04-04 08:37:50;;?;DC01;0
o_formedpart_1760;2023-04-04 08:37:51;;?;DC01;0
o_formedpart_1763;2023-04-04 08:38:11;;?;DC01;0
o_formedpart_1759;2023-04-04 08:38:13;;?;DC01;0
o_formedpart_1765;2023-04-04 08:38:15;;?;DC01;0
o_formedpart_1761;2023-04-04 08:38:20;p_mass[kg];0.02112;;
o_formedpart_1766;2023-04-04 08:38:20;;?;DC01;0
o_formedpart_1762;2023-04-04 08:38:22;;?;DC01;0
o_formedpart_1758;2023-04-04 08:38:25;p_mass[kg];0.02121;;
o_formedpart_1760;2023-04-04 08:38:26;p_mass[kg];0.02148;;
o_formedpart_1763;2023-04-04 08:38:46;p_mass[kg];0.02121;;
o_formedpart_1764;2023-04-04 08:38:46;;?;DC01;0
o_formedpart_1759;2023-04-04 08:38:48;p_mass[kg];0.02102;;
o_formedpart_1765;2023-04-04 08:38:50;p_mass[kg];0.02131;;
o_formedpart_1766;2023-04-04 08:38:56;p_mass[kg];0.02104;;
o_formedpart_1762;2023-04-04 08:38:57;p_mass[kg];0.02117;;
o_formedpart_1767;2023-04-04 08:39:04;;?;DC01;0
o_formedpart_1769;2023-04-04 08:39:13;;?;DC01;0
o_formedpart_1768;2023-04-04 08:39:15;;?;DC01;0
o_formedpart_1764;2023-04-04 08:39:21;p_mass[kg];0.02126;;
o_formedpart_1767;2023-04-04 08:39:39;p_mass[kg];0.02103;;
o_formedpart_1769;2023-04-04 08:39:49;p_mass[kg];0.02099;;
o_formedpart_1771;2023-04-04 08:39:49;;?;DC01;0
o_formedpart_1768;2023-04-04 08:39:50;p_mass[kg];0.02122;;
o_formedpart_1770;2023-04-04 08:40:04;;?;DC01;0
o_formedpart_1774;2023-04-04 08:40:23;;?;DC01;0
o_formedpart_1771;2023-04-04 08:40:24;p_mass[kg];0.0212;;
o_formedpart_1772;2023-04-04 08:40:26;;?;DC01;0
o_formedpart_1770;2023-04-04 08:40:40;p_mass[kg];0.0211;;
o_formedpart_1773;2023-04-04 08:40:46;;?;DC01;0
o_formedpart_1774;2023-04-04 08:40:57;p_mass[kg];0.02126;;
o_formedpart_1772;2023-04-04 08:41:01;p_mass[kg];0.0211;;
o_formedpart_1775;2023-04-04 08:41:06;;?;DC01;0
o_formedpart_1773;2023-04-04 08:41:21;p_mass[kg];0.02118;;
o_formedpart_1776;2023-04-04 08:41:37;;?;DC01;0
o_formedpart_1777;2023-04-04 08:41:39;;?;DC01;0
o_formedpart_1775;2023-04-04 08:41:41;p_mass[kg];0.02116;;
o_formedpart_1776;2023-04-04 08:42:12;p_mass[kg];0.02104;;
o_formedpart_1779;2023-04-04 08:42:14;;?;DC01;0
o_formedpart_1777;2023-04-04 08:42:15;p_mass[kg];0.02121;;
o_formedpart_1781;2023-04-04 08:42:27;;?;DC01;0
o_formedpart_1778;2023-04-04 08:42:40;;?;DC01;0
o_formedpart_1782;2023-04-04 08:42:42;;?;DC01;0
o_formedpart_1779;2023-04-04 08:42:49;p_mass[kg];0.02093;;
o_formedpart_1781;2023-04-04 08:43:02;p_mass[kg];0.02123;;
o_formedpart_1780;2023-04-04 08:43:08;;?;DC01;0
o_formedpart_1778;2023-04-04 08:43:14;p_mass[kg];0.0213;;
o_formedpart_1782;2023-04-04 08:43:18;p_mass[kg];0.02122;;
o_formedpart_1785;2023-04-04 08:43:24;;?;DC01;0
o_formedpart_1783;2023-04-04 08:43:32;;?;DC01;0
o_formedpart_1786;2023-04-04 08:43:42;;?;DC01;0
o_formedpart_1780;2023-04-04 08:43:43;p_mass[kg];0.02111;;
o_formedpart_1785;2023-04-04 08:43:59;p_mass[kg];0.0211;;
o_formedpart_1787;2023-04-04 08:44:05;;?;DC01;0
o_formedpart_1784;2023-04-04 08:44:06;;?;DC01;0
o_formedpart_1783;2023-04-04 08:44:07;p_mass[kg];0.02117;;
o_formedpart_1786;2023-04-04 08:44:17;p_mass[kg];0.02135;;
o_formedpart_1790;2023-04-04 08:44:34;;?;DC01;0
o_formedpart_1788;2023-04-04 08:44:37;;?;DC01;0
o_formedpart_1787;2023-04-04 08:44:41;p_mass[kg];0.02115;;
o_formedpart_1784;2023-04-04 08:44:41;p_mass[kg];0.02109;;
o_formedpart_1789;2023-04-04 08:44:45;;?;DC01;0
o_formedpart_1791;2023-04-04 08:44:54;;?;DC01;0
o_formedpart_1790;2023-04-04 08:45:09;p_mass[kg];0.02117;;
o_formedpart_1788;2023-04-04 08:45:12;p_mass[kg];0.02135;;
o_formedpart_1789;2023-04-04 08:45:20;p_mass[kg];0.02117;;
o_formedpart_1791;2023-04-04 08:45:28;p_mass[kg];0.02112;;
o_formedpart_1793;2023-04-04 08:45:39;;?;DC01;0
o_formedpart_1796;2023-04-04 08:45:42;;?;DC01;0
o_formedpart_1792;2023-04-04 08:45:48;;?;DC01;0
o_formedpart_1795;2023-04-04 08:45:53;;?;DC01;0
o_formedpart_1794;2023-04-04 08:45:55;;?;DC01;0
o_formedpart_1793;2023-04-04 08:46:14;p_mass[kg];0.02094;;
o_formedpart_1796;2023-04-04 08:46:17;p_mass[kg];0.02138;;
o_formedpart_1792;2023-04-04 08:46:23;p_mass[kg];0.02124;;
o_formedpart_1798;2023-04-04 08:46:26;;?;DC01;0
o_formedpart_1795;2023-04-04 08:46:28;p_mass[kg];0.02134;;
o_formedpart_1794;2023-04-04 08:46:30;p_mass[kg];0.02109;;
o_formedpart_1797;2023-04-04 08:46:38;;?;DC01;0
o_formedpart_1800;2023-04-04 08:46:51;;?;DC01;0
o_formedpart_1801;2023-04-04 08:46:59;;?;DC01;0
o_formedpart_1798;2023-04-04 08:47:01;p_mass[kg];0.02111;;
o_formedpart_1797;2023-04-04 08:47:13;p_mass[kg];0.02096;;
o_formedpart_1800;2023-04-04 08:47:26;p_mass[kg];0.02115;;
o_formedpart_1801;2023-04-04 08:47:35;p_mass[kg];0.02119;;
o_formedpart_1802;2023-04-04 08:47:52;;?;DC01;0
o_formedpart_1805;2023-04-04 08:47:53;;?;DC01;0
o_formedpart_1799;2023-04-04 08:47:57;;?;DC01;0
o_formedpart_1803;2023-04-04 08:48:14;;?;DC01;0
o_formedpart_1806;2023-04-04 08:48:15;;?;DC01;0
o_formedpart_1802;2023-04-04 08:48:27;p_mass[kg];0.0213;;
o_formedpart_1807;2023-04-04 08:48:27;;?;DC01;0
o_formedpart_1805;2023-04-04 08:48:28;p_mass[kg];0.02111;;
o_formedpart_1799;2023-04-04 08:48:32;p_mass[kg];0.02131;;
o_formedpart_1804;2023-04-04 08:48:33;;?;DC01;0
o_formedpart_1803;2023-04-04 08:48:49;p_mass[kg];0.02103;;
o_formedpart_1806;2023-04-04 08:48:50;p_mass[kg];0.02123;;
o_formedpart_1808;2023-04-04 08:48:57;;?;DC01;0
o_formedpart_1807;2023-04-04 08:49:02;p_mass[kg];0.02113;;
o_formedpart_1804;2023-04-04 08:49:08;p_mass[kg];0.02118;;
o_formedpart_1812;2023-04-04 08:49:21;;?;DC01;0
o_formedpart_1809;2023-04-04 08:49:31;;?;DC01;0
o_formedpart_1808;2023-04-04 08:49:31;p_mass[kg];0.02118;;
o_formedpart_1813;2023-04-04 08:49:55;;?;DC01;0
o_formedpart_1812;2023-04-04 08:49:56;p_mass[kg];0.02111;;
o_formedpart_1809;2023-04-04 08:50:06;p_mass[kg];0.0212;;
o_formedpart_1810;2023-04-04 08:50:21;;?;DC01;0
o_formedpart_1815;2023-04-04 08:50:22;;?;DC01;0
o_formedpart_1814;2023-04-04 08:50:28;;?;DC01;0
